company_name,opportunity_title,function,seniority,year,outcome,notes,closed_date,company_stage_at_placement,geo,candidate_name,opportunity_owner,service_type
TubeMogul,"TubeMogul - Director of Engineering, Programmatic TV",Engineering,Director,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Pierre Tehrany; owner=Nelson Smith; service=Retained,2015-09-17T00:00:00,Public,Bay Area,Pierre Tehrany,Nelson Smith,Retained
TubeMogul,"TubeMogul - Sr. Director Product, RTB",Product Management,Director,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Akash Varshney; owner=Erin Jensen; service=Retained,2015-11-19T00:00:00,Public,Bay Area,Akash Varshney,Erin Jensen,Retained
TubeMogul,TubeMogul - Director of Product,Product Management,Director,2015,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Alexander Perec; owner=Erin Jensen; service=Bluebird,2015-11-30T00:00:00,Public,Bay Area,Alexander Perec,Erin Jensen,Bluebird
Twilio,Twilio - Director Engineering - Carrier Services,Engineering,Other,2014,Placement,geo=Bay Area; candidate=Robert Blau; owner=Nelson Smith; service=Team Svcs Retainer,2014-10-20T00:00:00,,Bay Area,Robert Blau,Nelson Smith,Team Svcs Retainer
Twilio,Twilio - VP Service Engineering,Engineering,VP,2015,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Jason Hudak; owner=Nelson Smith; service=Retained,2015-06-30T00:00:00,Series E+,Bay Area,Jason Hudak,Nelson Smith,Retained
Twilio,"Twilio - Director, NOC Ops",Information Technology,Director,2015,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Bruce Wong; owner=Nelson Smith; service=Retained,2015-08-03T00:00:00,Series E+,Bay Area,Bruce Wong,Nelson Smith,Retained
Twilio,Twilio - Head of Quality Engineering,Quality Assurance,Head,2015,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Roman Scheiter; owner=Nelson Smith; service=Retained,2015-08-03T00:00:00,Series E+,Bay Area,Roman Scheiter,Nelson Smith,Retained
Twilio,"Twilio - Director, Data Platfom",Engineering,Director,2016,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Dave Burgess; owner=Thor Bucy; service=Retained,2016-08-15T00:00:00,Public,Bay Area,Dave Burgess,Thor Bucy,Retained
Twilio,Twilio - Director of Product Management - Programmable Voice (as VPP),Product Management,Director,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jesper Joergensen; owner=Sophie Thomas; service=Retained,2018-02-28T00:00:00,Public,Bay Area,Jesper Joergensen,Sophie Thomas,Retained
Twilio,Twilio - VP Product Management,Product Management,VP,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Mark Gilbert; owner=Sophie Thomas; service=Retained,2019-03-26T00:00:00,Public,Bay Area,Mark Gilbert,Sophie Thomas,Retained
Uber,Uber - CTO,Engineering,CXO,2013,Placement,stage_at_placement=Series B; geo=Bay Area; candidate=Thuan Pham; owner=Ali Behnam; service=Retained,2013-03-20T00:00:00,Series B,Bay Area,Thuan Pham,Ali Behnam,Retained
Uber,Uber - VP Product,Product Management,VP,2013,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Jeff Holden; owner=Ali Behnam; service=Retained,2013-12-31T00:00:00,Series E+,Bay Area,Jeff Holden,Ali Behnam,Retained
Uber,Uber - Engineer,Engineering,Other,2014,Placement,geo=Bay Area; candidate=Han Qin; owner=Rivi HQ; service=Contingency,2014-04-17T00:00:00,,Bay Area,Han Qin,Rivi HQ,Contingency
Uber,Uber - Engineer II,Engineering,Other,2014,Placement,geo=Bay Area; candidate=Thomas Kielbus; owner=Rivi HQ; service=Contingency,2014-09-05T00:00:00,,Bay Area,Thomas Kielbus,Rivi HQ,Contingency
Uber,"Uber - Dir of Product, Expansion",Product Management,Director,2014,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Tom Fallows; owner=Austin Brizendine; service=Retained,2014-10-13T00:00:00,Series D,Bay Area,Tom Fallows,Austin Brizendine,Retained
Uber,Uber - Sr. Dir Infrastructure,Engineering,Other,2015,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=AG Gangadhar; owner=Ali Behnam; service=Bluebird,2015-07-17T00:00:00,Series E+,Bay Area,AG Gangadhar,Ali Behnam,Bluebird
Uber,"Uber - Dir of Product, Network Optimization",Product Management,Director,2015,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Daniel Graf; owner=Austin Brizendine; service=Retained,2015-11-23T00:00:00,Series E+,Bay Area,Daniel Graf,Austin Brizendine,Retained
Uber,Uber - Head of Fraud Data Science,Data/ML/AI,Head,2016,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Vicente Silveira; owner=Austin Brizendine; service=Bluebird,2016-01-05T00:00:00,Series E+,Bay Area,Vicente Silveira,Austin Brizendine,Bluebird
Uber,Uber - VP of Design,Design/UX,VP,2017,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Michael Gough; owner=Dirk Cleveland; service=Retained,2017-09-22T00:00:00,Series E+,Bay Area,Michael Gough,Dirk Cleveland,Retained
Uber,"Uber - Sr. Director of Product, Marketplaces",Product Management,Director,2018,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Alex Linde; owner=Austin Brizendine; service=Retained,2018-01-05T00:00:00,Series E+,Bay Area,Alex Linde,Austin Brizendine,Retained
Uber,"Uber - Sr. Director of Product, Platform",Product Management,Director,2018,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Eckart Walther; owner=Austin Brizendine; service=Retained,2018-01-18T00:00:00,Series E+,Bay Area,Eckart Walther,Austin Brizendine,Retained
Uber,Uber - Head of Driver,Product Management,Head,2018,Placement,stage_at_placement=Series E+; geo=Bay Area; candidate=Daniel Danker; owner=Austin Brizendine; service=Retained,2018-06-12T00:00:00,Series E+,Bay Area,Daniel Danker,Austin Brizendine,Retained
Uber,Uber - Head of Design - Rides,Design/UX,Head,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Judi Mazzola; owner=Dirk Cleveland; service=Retained,2019-11-14T00:00:00,Public,Bay Area,Judi Mazzola,Dirk Cleveland,Retained
Uber,Uber - Head of Rider Product (Director),Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Awaneesh Verma; owner=Todd Goldwater; service=Retained,2021-03-18T00:00:00,Public,Bay Area,Awaneesh Verma,Todd Goldwater,Retained
Uber,Uber - Sr. Director Product - Head of Mobility Verticals,Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jen You; owner=Todd Goldwater; service=Bluebird,2021-03-18T00:00:00,Public,Bay Area,Jen You,Todd Goldwater,Bluebird
Uber,"Uber - Director of Product, Driver Experience (Confidential)",Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Niti Bashambu; owner=Todd Goldwater; service=Retained,2021-07-26T00:00:00,Public,Bay Area,Niti Bashambu,Todd Goldwater,Retained
Uber,"Uber - Group Product Manager, Membership",Product Management,IC,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Abbey Stauffer; owner=Todd Goldwater; service=Bluebird,2021-10-13T00:00:00,Public,Bay Area,Abbey Stauffer,Todd Goldwater,Bluebird
Uber,Uber - VP of Payments,Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Karl Hebert; owner=Todd Goldwater; service=Retained,2021-11-05T00:00:00,Public,Bay Area,Karl Hebert,Todd Goldwater,Retained
Uber,Uber - VP Design,Design/UX,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Joann Wu; owner=Dirk Cleveland; service=Retained,2021-11-10T00:00:00,Public,Bay Area,Joann Wu,Dirk Cleveland,Retained
Uber,"Uber - Director of Product, Rider (Confidential)",Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Andrew Gilligan; owner=Todd Goldwater; service=Retained,2021-12-06T00:00:00,Public,Bay Area,Andrew Gilligan,Todd Goldwater,Retained
Uber,"Uber - VP, AI Fellow",Data/ML/AI,CXO,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Johannes Gehrke; owner=Kyle Langworthy; service=Retained,2026-04-29T00:00:00,Public,Bay Area,Johannes Gehrke,Kyle Langworthy,Retained
Upwork,Elance - VP Engineering,Engineering,VP,2011,Placement,stage_at_placement=Series C; candidate=Nidhi Gupta; owner=Michael Morell; service=Retained,2011-06-28T00:00:00,Series C,,Nidhi Gupta,Michael Morell,Retained
Upwork,"Elance - Sr Director, Mobile Engineering",Engineering,Director,2014,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Sriram Yadavalli; owner=Nelson Smith; service=Retained,2014-11-07T00:00:00,Series D,Bay Area,Sriram Yadavalli,Nelson Smith,Retained
Upwork,Upwork - SVP Engineering,Engineering,VP,2015,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Han-Shen Yuan; owner=Sam Wholley; service=Retained,2015-06-16T00:00:00,Series D,Bay Area,Han-Shen Yuan,Sam Wholley,Retained
Upwork,Upwork - SVP Product,Product Management,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sam Bright; owner=Andrew Abramson; service=Retained,2020-10-05T00:00:00,Public,Bay Area,Sam Bright,Andrew Abramson,Retained
Upwork,Upwork - CISO,Information Security,CXO,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Paul Black; owner=Dante Carpinito; service=Retained,2021-02-10T00:00:00,Public,Bay Area,Paul Black,Dante Carpinito,Retained
Upwork,Upwork - VP Product (Work MP),Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=David Comer; owner=Andrew Abramson; service=Retained,2021-03-11T00:00:00,Public,Bay Area,David Comer,Andrew Abramson,Retained
Upwork,Upwork - VP Product (Project Catalog),Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Irem Metin; owner=Andrew Abramson; service=Retained,2021-04-24T00:00:00,Public,Bay Area,Irem Metin,Andrew Abramson,Retained
Upwork,Upwork - VP Product (Domains),Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Tapan Kamdar; owner=Andrew Abramson; service=Retained,2021-05-18T00:00:00,Public,Bay Area,Tapan Kamdar,Andrew Abramson,Retained
Upwork,Upwork - VP Product (Domains),Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Emily McCord; owner=Andrew Abramson; service=Retained,2021-05-18T00:00:00,Public,Bay Area,Emily McCord,Andrew Abramson,Retained
Upwork,Upwork - VP Product (Growth),Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Serge Doubinski; owner=Andrew Abramson; service=Retained,2021-06-18T00:00:00,Public,Bay Area,Serge Doubinski,Andrew Abramson,Retained
Upwork,Upwork - CTO,Engineering,CXO,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Saty Bahadur; owner=Dante Carpinito; service=Retained,2021-07-08T00:00:00,Public,Bay Area,Saty Bahadur,Dante Carpinito,Retained
Upwork,Upwork - VP Product (Talent Marketplace),Product Management,VP,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Apurva Garware; owner=Theresa Skelly; service=Retained,2021-09-09T00:00:00,Public,Bay Area,Apurva Garware,Theresa Skelly,Retained
Upwork,"Upwork - Sr. Director, Teams (Product)",Product Management,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Jackson Hsieh; owner=Theresa Skelly; service=Retained,2021-09-10T00:00:00,Public,Bay Area,Jackson Hsieh,Theresa Skelly,Retained
Upwork,"Upwork - VP Payments (as VP of Product, Global Payments)",Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Mohit Kumar; owner=Mike Callagy; service=Retained,2022-01-17T00:00:00,Public,Bay Area,Mohit Kumar,Mike Callagy,Retained
Upwork,Upwork - VP of Product,Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Huma Zaidi; owner=Mike Callagy; service=Retained,2022-07-27T00:00:00,Public,Bay Area,Huma Zaidi,Mike Callagy,Retained
Upwork,Upwork - VP of Product - Product Expansion,Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Dave Bottoms; owner=Mike Callagy; service=Retained,2022-08-05T00:00:00,Public,Bay Area,Dave Bottoms,Mike Callagy,Retained
Vista Equity Partners,"Vista Equity Partners - Executive Director, Technology Consulting",Engineering,Director,2020,Placement,stage_at_placement=PE-Backed; candidate=Jordi Buller; owner=Eric Larson; service=Retained,2020-11-05T00:00:00,PE-Backed,,Jordi Buller,Eric Larson,Retained
Vista Equity Partners,"Vista Equity Partners - CTO & Managing Director, Product & Technology",Engineering,CXO,2022,Placement,stage_at_placement=PE-Backed; candidate=Kal De; owner=Eric Larson; service=Retained,2022-06-29T00:00:00,PE-Backed,,Kal De,Eric Larson,Retained
Vista Equity Partners,"Vista Equity Partners - Director, Technology Diligence",Engineering,Director,2022,Placement,stage_at_placement=PE-Backed; candidate=Tushar Rawal; owner=Justin Cottrell; service=Retained,2022-10-18T00:00:00,PE-Backed,,Tushar Rawal,Justin Cottrell,Retained
Vista Equity Partners,"Vista Equity Partners - Executive Director, Product",Product Management,Director,2023,Placement,stage_at_placement=Financial Services; candidate=Rohin Jaiman; owner=Todd Goldwater; service=Retained,2023-01-17T00:00:00,Financial Services,,Rohin Jaiman,Todd Goldwater,Retained
Waymo,Waymo - Sr Software Engineer,Engineering,IC,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Kevin Peterson; owner=Michael Morell; service=Bluebird,2020-10-22T00:00:00,Public,Bay Area,Kevin Peterson,Michael Morell,Bluebird
Waymo,"Waymo - Director, Motion Planning",Engineering,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Alexander Varshavsky; owner=Michael Morell; service=Retained,2021-03-12T00:00:00,Public,Bay Area,Alexander Varshavsky,Michael Morell,Retained
Waymo,Waymo -  Staff Software Engineer,Engineering,IC,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Shahab Kaynama; owner=Michael Morell; service=Bluebird,2021-04-06T00:00:00,Public,Bay Area,Shahab Kaynama,Michael Morell,Bluebird
Waymo,Waymo - Director of Engineering,Engineering,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Milind Mahajan; owner=Michael Morell; service=Bluebird,2021-04-14T00:00:00,Public,Bay Area,Milind Mahajan,Michael Morell,Bluebird
Waymo,Waymo - Senior Software Engineer,Engineering,IC,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Yao Wang; owner=Jim Campbell; service=Bluebird,2021-04-29T00:00:00,Public,Bay Area,Yao Wang,Jim Campbell,Bluebird
Waymo,"Waymo - Director, ML Infra",Engineering,Director,2021,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Kevin Haas; owner=Kyle Langworthy; service=Retained,2021-08-13T00:00:00,Public,Bay Area,Kevin Haas,Kyle Langworthy,Retained
Waymo,Waymo - Dir of Maneuvers,Data/ML/AI,Director,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Leon Wong; owner=Chloe Kataev; service=Retained,2022-01-14T00:00:00,Public,Bay Area,Leon Wong,Chloe Kataev,Retained
Waymo,"Waymo - Director, Planner Infrastructure (as Director, Infrastructure)",Engineering,Director,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Brian Karlak; owner=Kyle Langworthy; service=Retained,2022-01-26T00:00:00,Public,Bay Area,Brian Karlak,Kyle Langworthy,Retained
Weight Watchers,Weight Watchers - VP Engineering,Engineering,VP,2017,Placement,stage_at_placement=Public; geo=New York; candidate=Rodney Woodruff; owner=Jodi Jefferson; service=Retained,2017-07-18T00:00:00,Public,New York,Rodney Woodruff,Jodi Jefferson,Retained
Weight Watchers,Weight Watchers - VP of Security & IT,Information Security,VP,2026,Placement,stage_at_placement=Public; geo=New York; candidate=Nimit Suri; owner=Andrea Vahosky; service=Retained,2026-02-02T00:00:00,Public,New York,Nimit Suri,Andrea Vahosky,Retained
Weight Watchers,Weight Watchers - VP of Design,Design/UX,Head,2026,Placement,stage_at_placement=Public; geo=New York; candidate=Jessi Pervola; owner=Greg Sherman; service=Retained,2026-02-13T00:00:00,Public,New York,Jessi Pervola,Greg Sherman,Retained
Weight Watchers,"Weight Watchers - VP, Product, Data & Personalization",Product Management,VP,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Matthew Venzon; owner=Greg Sherman; service=Retained,2026-02-16T00:00:00,Public,Bay Area,Matthew Venzon,Greg Sherman,Retained
Weight Watchers,"Weight Watchers - VP, Product, Core App",Product Management,VP,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sarah Pilewski; owner=Greg Sherman; service=Retained,2026-06-24T00:00:00,Public,Bay Area,Sarah Pilewski,Greg Sherman,Retained
Wendy's,"Wendy's - VP, Digital Technology",Engineering,VP,2018,Placement,stage_at_placement=Public; geo=Pittsburgh Metro; candidate=Laura Titas; owner=Gino Morell; service=Retained,2018-11-19T00:00:00,Public,Pittsburgh Metro,Laura Titas,Gino Morell,Retained
Wendy's,Wendy's - VP of Restaurant Technology,Engineering,VP,2020,Placement,stage_at_placement=Public; geo=Ohio; candidate=Matt Spessard; owner=Gino Morell; service=Retained,2020-04-30T00:00:00,Public,Ohio,Matt Spessard,Gino Morell,Retained
Wendy's,Wendy's - VP of International Technology,Engineering,VP,2025,Placement,stage_at_placement=Public; geo=Ohio; candidate=Sang Lee; owner=Gino Morell; service=Retained,2025-08-06T00:00:00,Public,Ohio,Sang Lee,Gino Morell,Retained
Wendy's,Wendy's - VP of International Technology,Engineering,VP,2026,Placement,stage_at_placement=Public; geo=Other East Coast; candidate=Edward Gustenhoven; owner=Gino Morell; service=Retained,2026-04-30T00:00:00,Public,Other East Coast,Edward Gustenhoven,Gino Morell,Retained
Xero Inc,Xero - VP Product & Data Science,Product Management,VP,2024,Placement,stage_at_placement=Public; geo=Bay Area; candidate=James Hsu; owner=Jason Hann; service=Retained,2024-03-29T00:00:00,Public,Bay Area,James Hsu,Jason Hann,Retained
Xero Inc,"Xero - VP Product (GM, UK Products)",Product Management,GM,2024,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Rich Suplee; owner=Myriam Vacher; service=Retained,2024-05-01T00:00:00,Public,Bay Area,Rich Suplee,Myriam Vacher,Retained
Xero Inc,"Xero - SVP of Product Management - Direct, Insights & AI",Product Management,VP,2024,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Lisa Huang; owner=James Miller; service=Retained,2024-10-02T00:00:00,Public,Bay Area,Lisa Huang,James Miller,Retained
Xero Inc,Xero - VP Site Reliability Engineering,Engineering,VP,2024,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Dominic Walton; owner=Ryan Polich; service=Retained,2024-11-02T00:00:00,Public,Bay Area,Dominic Walton,Ryan Polich,Retained
Xero Inc,"Xero - GM, Engineering, UK",Engineering,VP,2024,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Malcolm Box; owner=Myriam Vacher; service=Retained,2024-11-29T00:00:00,Public,Bay Area,Malcolm Box,Myriam Vacher,Retained
Xero Inc,Xero - VP Technical Program Management,Project Management,VP,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Sonia Dogra; owner=Dante Carpinito; service=Retained,2026-05-13T00:00:00,Public,Bay Area,Sonia Dogra,Dante Carpinito,Retained
Xero Inc,Xero - VP Technical Program Management,Project Management,VP,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Eric Stone; owner=Dante Carpinito; service=Retained,2026-05-13T00:00:00,Public,Bay Area,Eric Stone,Dante Carpinito,Retained
Xero Inc,Xero - VP Technical Program Management,Project Management,VP,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Nathan Burkhart; owner=Dante Carpinito; service=Retained,2026-05-13T00:00:00,Public,Bay Area,Nathan Burkhart,Dante Carpinito,Retained
Xero Inc,Xero Inc - SVP Engineering (Payments),Engineering,VP,2026,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Madhuri Dhulipala; owner=Gino Morell; service=Retained,2026-07-15T00:00:00,Public,Bay Area,Madhuri Dhulipala,Gino Morell,Retained
Yahoo! Inc,"Yahoo! - SVP of Engineering, Yahoo Advertising",Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Denys Kim; owner=Justin Cottrell; service=Retained,2024-05-28T00:00:00,PE-Backed,Bay Area,Denys Kim,Justin Cottrell,Retained
Yahoo! Inc,"Yahoo! - SVP of Engineering, Yahoo Mail",Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Chris Pruett; owner=Todd Goldwater; service=Retained,2024-06-17T00:00:00,PE-Backed,Bay Area,Chris Pruett,Todd Goldwater,Retained
Yahoo! Inc,Yahoo! - VP of Data Engineering,Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Pavel Kalinin; owner=Robert Seiden; service=Retained,2024-06-21T00:00:00,PE-Backed,Bay Area,Pavel Kalinin,Robert Seiden,Retained
Yahoo! Inc,Yahoo! - SVP of Engineering (formerly Chief AI & Digital Services Officer),Engineering,VP,2024,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Lee-Ming Zen; owner=Justin Cottrell; service=Retained,2024-09-10T00:00:00,PE-Backed,Bay Area,Lee-Ming Zen,Justin Cottrell,Retained
Yahoo! Inc,"Yahoo! - VP of Engineering, Yahoo Home & News",Engineering,VP,2025,Placement,stage_at_placement=PE-Backed; geo=Bay Area; candidate=Chrystal Henke Ball; owner=Justin Cottrell; service=Retained,2025-05-20T00:00:00,PE-Backed,Bay Area,Chrystal Henke Ball,Justin Cottrell,Retained
Zappos,Zappos.com Inc. - Information Security Officer / Sr. Director of Security,Information Security,Director,2012,Placement,stage_at_placement=Public; geo=Vegas; candidate=David Hannigan; owner=Nelson Smith; service=Retained,2012-06-29T00:00:00,Public,Vegas,David Hannigan,Nelson Smith,Retained
Zappos,Zappos - Dir eCommerce & Cust Exp,Customer Service,Director,2013,Placement,stage_at_placement=Public; geo=Vegas; candidate=Joel Brazle; owner=Nelson Smith; service=Retained,2013-02-07T00:00:00,Public,Vegas,Joel Brazle,Nelson Smith,Retained
Zappos,"Zappos - Sr Director, Retail Product Management",Product Management,Other,2013,Placement,geo=Vegas; candidate=Timothy Mooney; owner=Nelson Smith; service=Bluebird,2013-12-13T00:00:00,,Vegas,Timothy Mooney,Nelson Smith,Bluebird
Zappos,"Zappos - Director, Product - Merchandising & Procurement",Product Management,Other,2014,Placement,stage_at_placement=Public; geo=Vegas; candidate=Anil Nair; owner=Nelson Smith; service=Retained,2014-04-03T00:00:00,Public,Vegas,Anil Nair,Nelson Smith,Retained
Zendesk,Zendesk-VP Engineering,Engineering,VP,2010,Placement,stage_at_placement=Series B; candidate=Adrian McDermott; owner=Ali Behnam; service=Retained,2010-06-25T00:00:00,Series B,,Adrian McDermott,Ali Behnam,Retained
Zendesk,Zendesk - RoR Engineer,Engineering,Other,2011,Placement,stage_at_placement=Series C; candidate=Nathan Rapheld; owner=Rivi HQ; service=Contingency,2011-03-09T00:00:00,Series C,,Nathan Rapheld,Rivi HQ,Contingency
Zendesk,Zendesk - RoR Engineer,Engineering,Other,2011,Placement,stage_at_placement=Series C; candidate=Dylan Clenendin; owner=Rivi HQ; service=Contingency,2011-04-22T00:00:00,Series C,,Dylan Clenendin,Rivi HQ,Contingency
Zendesk,Zendesk - Front End Engineer II,Engineering,Other,2011,Placement,stage_at_placement=Series C; candidate=Azer Koculu; owner=Rivi HQ; service=Contingency,2011-06-23T00:00:00,Series C,,Azer Koculu,Rivi HQ,Contingency
Zendesk,Zendesk - Dir of Tech Ops,Engineering,Other,2011,Placement,stage_at_placement=Series C; candidate=Michael Fischer; owner=Rivi HQ; service=Contingency,2011-08-09T00:00:00,Series C,,Michael Fischer,Rivi HQ,Contingency
Zendesk,Zendesk - Front End Engineer,Engineering,Other,2011,Placement,stage_at_placement=Series C; candidate=Valentin Cekov; owner=Rivi HQ; service=Contingency,2011-11-11T00:00:00,Series C,,Valentin Cekov,Rivi HQ,Contingency
Zendesk,Zendesk - Dev Ops,Information Technology,Other,2012,Placement,stage_at_placement=Series C; candidate=Aaron Peschel; owner=Rivi HQ; service=Contingency,2012-03-05T00:00:00,Series C,,Aaron Peschel,Rivi HQ,Contingency
Zendesk,Zendesk - Back End Eng,Engineering,Other,2012,Placement,stage_at_placement=Series D; candidate=Matthew Werner; owner=Rivi HQ; service=Contingency,2012-10-03T00:00:00,Series D,,Matthew Werner,Rivi HQ,Contingency
Zendesk,Zendesk - Dev Ops II,Information Technology,Other,2012,Placement,stage_at_placement=Series D; candidate=Ben House; owner=Rivi HQ; service=Contingency,2012-12-03T00:00:00,Series D,,Ben House,Rivi HQ,Contingency
Zendesk,Zendesk - Front End Engineer III,Engineering,Other,2013,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Kurt Ruppel; owner=Rivi HQ; service=Contingency,2013-05-03T00:00:00,Series D,Bay Area,Kurt Ruppel,Rivi HQ,Contingency
Zendesk,Zendesk - VP Platform Engineering,Engineering,VP,2013,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Tony Lee; owner=Dirk Cleveland; service=Retained,2013-12-03T00:00:00,Series D,Bay Area,Tony Lee,Dirk Cleveland,Retained
Zendesk,Zendesk - VP Engineering,Engineering,Other,2013,Placement,stage_at_placement=Series D; geo=Bay Area; candidate=Gilles Drieu; owner=Dirk Cleveland; service=Bluebird,2013-12-13T00:00:00,Series D,Bay Area,Gilles Drieu,Dirk Cleveland,Bluebird
Zendesk,Zendesk - CIO,Information Technology,CXO,2016,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Tom Keiser; owner=Sam Wholley; service=Retained,2016-03-28T00:00:00,Public,Bay Area,Tom Keiser,Sam Wholley,Retained
Zendesk,Zendesk - CTO,Engineering,CXO,2017,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Soren Abildgaard; owner=Ali Behnam; service=Retained,2017-10-17T00:00:00,Public,Bay Area,Soren Abildgaard,Ali Behnam,Retained
Zendesk,Zendesk - Chief Architect,Engineering,Architect,2018,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Brett Adam; owner=Gino Morell; service=Retained,2018-11-20T00:00:00,Public,Bay Area,Brett Adam,Gino Morell,Retained
Zendesk,Zendesk - Sr Software Engineer (Network),Engineering,IC,2019,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Janak Patel; owner=Rivi HQ; service=Contingency,2019-02-19T00:00:00,Public,Bay Area,Janak Patel,Rivi HQ,Contingency
Zendesk,Zendesk - VP Product (Sunshine) - Confidential,Product Management,VP,2020,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Ryan Spraetz; owner=Justin Colsky; service=Retained,2020-05-08T00:00:00,Public,Bay Area,Ryan Spraetz,Justin Colsky,Retained
Zendesk,Zendesk - SVP of Product (Platform),Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Internal Candidate; owner=John Termotto; service=Retained,2022-04-04T00:00:00,Public,Bay Area,Internal Candidate,John Termotto,Retained
Zendesk,Zendesk - EVP Engineering,Engineering,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Pat Copeland; owner=James Miller; service=Retained,2022-05-13T00:00:00,Public,Bay Area,Pat Copeland,James Miller,Retained
Zendesk,"Zendesk - Growth Product Manager, Buying Experience",Product Management,IC,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Rohit Pillai; owner=Michael Morell; service=Bluebird,2022-05-17T00:00:00,Public,Bay Area,Rohit Pillai,Michael Morell,Bluebird
Zendesk,Zendesk - EVP Product,Product Management,VP,2022,Placement,stage_at_placement=Public; geo=Bay Area; candidate=Dave Ragones; owner=James Miller; service=Retained,2022-07-09T00:00:00,Public,Bay Area,Dave Ragones,James Miller,Retained
